Linux 3.2.0-30-virtual (14f431ee-8e10-439a-8a04-f57f71d97a86) 	12/07/2013 	_x86_64_	(4 CPU)

12:37:31 PM     CPU     %user     %nice   %system   %iowait    %steal     %idle
01:08:56 PM     all      0.95      0.00      0.35      0.40      0.00     98.29
01:09:01 PM     all      1.56      0.00      0.55      0.15      0.00     97.73
01:09:06 PM     all      0.75      0.00      0.15      0.35      0.00     98.75
01:09:11 PM     all      1.47      0.00      0.66      0.15      0.00     97.72
01:09:16 PM     all      0.86      0.00      0.30      0.15      0.00     98.69
01:09:21 PM     all      0.65      0.00      0.30      0.15      0.00     98.90
01:09:26 PM     all      0.60      0.00      0.35      0.50      0.00     98.54
01:09:31 PM     all      0.80      0.00      0.25      0.15      0.00     98.80
01:09:36 PM     all      0.40      0.00      0.25      0.60      0.00     98.74
01:09:41 PM     all      0.70      0.00      0.40      0.10      0.00     98.80
01:09:46 PM     all      1.61      0.00      0.40      0.50      0.00     97.48
01:09:51 PM     all      0.70      0.00      0.20      0.25      0.00     98.84
01:09:56 PM     all      2.52      0.00      0.86      1.76      0.00     94.86
01:10:01 PM     all      0.55      0.00      0.30      0.20      0.00     98.94
01:10:06 PM     all      0.60      0.00      0.20      0.50      0.00     98.70
01:10:11 PM     all      0.86      0.00      0.51      0.10      0.00     98.53
01:10:16 PM     all      0.75      0.00      0.35      0.40      0.00     98.49
01:10:21 PM     all      1.31      0.00      0.65      0.20      0.00     97.83
01:10:26 PM     all      0.75      0.00      0.20      0.45      0.00     98.60
01:10:31 PM     all      0.91      0.00      0.25      0.20      0.00     98.64
01:10:36 PM     all      0.65      0.00      0.25      0.40      0.00     98.70
01:10:41 PM     all      0.55      0.00      0.20      0.25      0.00     99.00
01:10:46 PM     all      0.60      0.00      0.35      0.30      0.00     98.74
01:10:51 PM     all      1.21      0.00      0.25      0.20      0.00     98.34
01:10:56 PM     all      3.03      0.00      1.06      0.51      0.00     95.40
01:11:01 PM     all      0.55      0.00      0.30      0.25      0.00     98.90
01:11:06 PM     all      0.70      0.00      0.30      0.25      0.00     98.75
01:11:11 PM     all      0.45      0.00      0.51      0.45      0.00     98.59
01:11:16 PM     all      0.75      0.00      0.30      0.20      0.00     98.74
01:11:21 PM     all      0.70      0.00      0.20      0.15      0.00     98.95
01:11:26 PM     all      1.61      0.00      0.60      0.45      0.00     97.33
01:11:31 PM     all      0.50      0.00      0.25      0.40      0.00     98.85
01:11:36 PM     all      0.70      0.00      0.25      0.25      0.00     98.79
01:11:41 PM     all      0.55      0.00      0.15      0.25      0.00     99.05
01:11:46 PM     all      0.60      0.00      0.25      0.35      0.00     98.79
01:11:51 PM     all      0.60      0.00      0.20      0.35      0.00     98.85
01:11:56 PM     all      2.52      0.00      0.76      0.20      0.00     96.52
01:12:01 PM     all      1.41      0.00      0.45      0.25      0.00     97.89
01:12:06 PM     all      0.60      0.00      0.40      0.20      0.00     98.80
01:12:11 PM     all      0.91      0.00      0.45      0.25      0.00     98.39
01:12:16 PM     all      0.86      0.00      0.25      0.25      0.00     98.64
01:12:21 PM     all      0.60      0.00      0.20      0.45      0.00     98.75
01:12:26 PM     all      0.85      0.00      0.25      0.20      0.00     98.69
01:12:31 PM     all      1.10      0.00      0.30      0.20      0.00     98.39
01:12:36 PM     all      1.11      0.00      0.45      0.30      0.00     98.14
01:12:41 PM     all      0.50      0.00      0.25      0.25      0.00     99.00
01:12:46 PM     all      0.60      0.00      0.35      0.10      0.00     98.95
01:12:51 PM     all      0.55      0.00      0.20      0.15      0.00     99.10
01:12:56 PM     all      2.57      0.00      0.96      0.25      0.00     96.23
01:13:01 PM     all      0.50      0.00      0.35      0.30      0.00     98.85
01:13:06 PM     all      1.81      0.00      0.60      0.25      0.00     97.34
01:13:11 PM     all      0.71      0.00      0.35      0.15      0.00     98.78
01:13:16 PM     all      0.75      0.00      0.35      0.20      0.00     98.70
01:13:21 PM     all      0.50      0.00      0.30      0.25      0.00     98.95
01:13:26 PM     all      0.85      0.00      0.35      0.20      0.00     98.60
01:13:31 PM     all      0.50      0.00      0.20      0.40      0.00     98.90
01:13:36 PM     all      0.60      0.00      0.35      0.25      0.00     98.79
01:13:41 PM     all      1.31      0.00      0.50      0.20      0.00     97.98
01:13:46 PM     all      0.80      0.00      0.25      0.25      0.00     98.70
01:13:51 PM     all      0.55      0.00      0.20      0.25      0.00     99.00
01:13:56 PM     all      2.16      0.00      0.75      0.20      0.00     96.88
01:14:01 PM     all      0.50      0.00      0.25      0.40      0.00     98.85
01:14:06 PM     all      0.80      0.00      0.35      0.20      0.00     98.65
01:14:11 PM     all      1.16      0.00      0.35      0.10      0.00     98.38
01:14:16 PM     all      1.36      0.00      0.40      0.30      0.00     97.94
01:14:21 PM     all      0.55      0.00      0.20      0.05      0.00     99.20
01:14:26 PM     all      0.60      0.00      0.45      0.70      0.00     98.24
01:14:31 PM     all      0.55      0.00      0.15      0.10      0.00     99.20
01:14:36 PM     all      0.60      0.00      0.35      0.55      0.00     98.49
01:14:41 PM     all      0.50      0.00      0.20      0.05      0.00     99.25
01:14:46 PM     all      1.56      0.00      0.55      0.65      0.00     97.23
01:14:51 PM     all      0.60      0.00      0.20      0.10      0.00     99.10
01:14:56 PM     all      2.62      0.00      0.81      0.50      0.00     96.06
01:15:01 PM     all      0.45      0.00      0.35      0.20      0.00     99.00
01:15:06 PM     all      0.75      0.00      0.45      0.60      0.00     98.19
01:15:11 PM     all      1.11      0.00      0.65      0.10      0.00     98.14
01:15:16 PM     all      0.70      0.00      0.40      0.40      0.00     98.49
01:15:21 PM     all      1.46      0.00      0.50      0.10      0.00     97.94
01:15:26 PM     all      0.86      0.00      0.15      0.60      0.00     98.39
01:15:31 PM     all      0.50      0.00      0.20      0.15      0.00     99.14
01:15:36 PM     all      0.70      0.00      0.20      2.56      0.00     96.53
01:15:41 PM     all      0.50      0.00      0.15      0.10      0.00     99.25
01:15:46 PM     all      0.65      0.00      0.40      1.21      0.00     97.74
01:15:51 PM     all      0.95      0.00      0.35      0.10      0.00     98.59
01:15:56 PM     all      2.63      0.00      0.81      0.40      0.00     96.16
01:16:01 PM     all      0.40      0.00      0.20      0.10      0.00     99.30
01:16:06 PM     all      0.75      0.00      0.35      0.40      0.00     98.49
01:16:11 PM     all      0.86      0.00      0.35      0.20      0.00     98.59
01:16:16 PM     all      0.80      0.00      0.35      0.50      0.00     98.34
01:16:21 PM     all      0.50      0.00      0.25      0.10      0.00     99.15
01:16:26 PM     all      1.71      0.00      0.45      0.60      0.00     97.23
01:16:31 PM     all      0.65      0.00      0.20      0.10      0.00     99.05
01:16:36 PM     all      0.70      0.00      0.25      0.45      0.00     98.59
01:16:41 PM     all      0.45      0.00      0.20      0.05      0.00     99.30
01:16:46 PM     all      0.80      0.00      0.20      0.35      0.00     98.64
01:16:51 PM     all      0.40      0.00      0.20      0.05      0.00     99.35
01:16:56 PM     all      1.97      0.00      0.61      0.50      0.00     96.92
01:17:01 PM     all      1.87      0.00      0.81      0.10      0.00     97.23
01:17:06 PM     all      0.80      0.00      0.35      0.40      0.00     98.44
01:17:11 PM     all      0.71      0.00      0.30      0.05      0.00     98.94
01:17:16 PM     all      1.00      0.00      0.35      1.05      0.00     97.59
01:17:21 PM     all      0.60      0.00      0.15      0.20      0.00     99.05
01:17:26 PM     all      0.80      0.00      0.20      0.60      0.00     98.39
01:17:31 PM     all      0.80      0.00      0.25      0.00      0.00     98.94
01:17:36 PM     all      1.51      0.00      0.30      0.75      0.00     97.43
01:17:41 PM     all      0.45      0.00      0.20      0.00      0.00     99.35
01:17:46 PM     all      0.65      0.00      0.40      0.35      0.00     98.59
01:17:51 PM     all      0.50      0.00      0.20      0.00      0.00     99.30
01:17:56 PM     all      0.80      0.00      0.30      0.50      0.00     98.39
01:18:01 PM     all      2.41      0.00      0.70      0.20      0.00     96.68
01:18:06 PM     all      1.41      0.00      0.50      0.55      0.00     97.53
01:18:11 PM     all      1.36      0.00      0.45      0.05      0.00     98.14
01:18:16 PM     all      0.75      0.00      0.30      0.70      0.00     98.24
01:18:21 PM     all      0.60      0.00      0.15      0.00      0.00     99.25
01:18:26 PM     all      0.75      0.00      0.40      0.45      0.00     98.39
01:18:31 PM     all      1.66      0.00      0.45      0.35      0.00     97.53
01:18:36 PM     all      0.90      0.00      0.35      0.90      0.00     97.84
01:18:41 PM     all      1.46      0.00      0.40      0.05      0.00     98.09
01:18:46 PM     all      0.85      0.00      0.25      0.65      0.00     98.24
01:18:51 PM     all      0.50      0.00      0.20      0.05      0.00     99.25
01:18:56 PM     all      0.75      0.00      0.30      0.55      0.00     98.39
01:19:01 PM     all      0.40      0.00      0.10      0.05      0.00     99.45
01:19:06 PM     all      0.60      0.00      0.30      0.45      0.00     98.64
01:19:11 PM     all      1.16      0.00      0.30      0.10      0.00     98.43
01:19:16 PM     all      1.41      0.00      0.50      0.55      0.00     97.53
01:19:21 PM     all      0.50      0.00      0.25      0.05      0.00     99.20
01:19:26 PM     all      0.85      0.00      0.25      0.35      0.00     98.54
01:19:31 PM     all      1.87      0.00      0.81      0.25      0.00     97.08
01:19:36 PM     all      0.70      0.00      0.35      0.60      0.00     98.34
01:19:41 PM     all      0.50      0.00      0.30      0.10      0.00     99.10
01:19:46 PM     all      1.36      0.00      0.65      0.60      0.00     97.39
01:19:51 PM     all      0.80      0.00      0.20      0.00      0.00     98.99
01:19:56 PM     all      2.22      0.00      0.86      0.35      0.00     96.57
01:20:01 PM     all      0.50      0.00      0.25      0.20      0.00     99.05
01:20:06 PM     all      0.60      0.00      0.35      0.55      0.00     98.49
01:20:11 PM     all      1.36      0.00      0.45      0.05      0.00     98.14
01:20:16 PM     all      0.80      0.00      0.20      0.45      0.00     98.54
01:20:21 PM     all      1.66      0.00      0.40      0.05      0.00     97.89
01:20:26 PM     all      0.95      0.00      0.30      0.65      0.00     98.09
01:20:31 PM     all      0.65      0.00      0.25      0.10      0.00     98.99
01:20:36 PM     all      0.75      0.00      0.25      0.45      0.00     98.54
01:20:41 PM     all      0.60      0.00      0.15      0.05      0.00     99.20
01:20:46 PM     all      0.75      0.00      0.30      0.55      0.00     98.39
01:20:51 PM     all      0.75      0.00      0.20      0.10      0.00     98.94
01:20:56 PM     all      2.87      0.00      0.96      0.55      0.00     95.61
01:21:01 PM     all      0.55      0.00      0.20      0.25      0.00     99.00
01:21:06 PM     all      0.70      0.00      0.30      0.55      0.00     98.44
01:21:11 PM     all      1.01      0.00      0.30      0.10      0.00     98.59
01:21:16 PM     all      0.95      0.00      0.30      0.45      0.00     98.29
01:21:21 PM     all      0.55      0.00      0.25      0.05      0.00     99.15
01:21:26 PM     all      1.56      0.00      0.40      0.80      0.00     97.23
01:21:31 PM     all      0.85      0.00      0.25      0.05      0.00     98.84
01:21:36 PM     all      0.65      0.00      0.20      0.60      0.00     98.54
01:21:41 PM     all      0.50      0.00      0.15      0.00      0.00     99.35
01:21:46 PM     all      0.65      0.00      0.30      0.65      0.00     98.39
01:21:51 PM     all      0.60      0.00      0.20      0.15      0.00     99.05
01:21:56 PM     all      2.32      0.00      0.91      1.16      0.00     95.61
01:22:01 PM     all      1.51      0.00      0.35      0.15      0.00     97.99
01:22:06 PM     all      0.60      0.00      0.35      0.55      0.00     98.49
01:22:11 PM     all      0.71      0.00      0.35      0.15      0.00     98.79
01:22:16 PM     all      0.90      0.00      0.50      0.45      0.00     98.14
01:22:21 PM     all      0.60      0.00      0.30      0.20      0.00     98.90
01:22:26 PM     all      0.65      0.00      0.30      0.50      0.00     98.54
01:22:31 PM     all      0.70      0.00      0.35      0.10      0.00     98.85
01:22:36 PM     all      1.41      0.00      0.60      0.35      0.00     97.63
01:22:41 PM     all      0.45      0.00      0.35      0.05      0.00     99.15
01:22:46 PM     all      0.80      0.00      0.20      0.50      0.00     98.49
01:22:51 PM     all      0.60      0.00      0.20      0.15      0.00     99.05
01:22:56 PM     all      2.17      0.00      0.50      0.45      0.00     96.87
01:23:01 PM     all      0.50      0.00      0.15      0.20      0.00     99.15
01:23:06 PM     all      1.46      0.00      0.45      0.40      0.00     97.69
01:23:11 PM     all      1.26      0.00      0.40      0.10      0.00     98.24
01:23:16 PM     all      1.11      0.00      0.45      0.55      0.00     97.89
01:23:21 PM     all      0.55      0.00      0.35      0.10      0.00     99.00
01:23:26 PM     all      0.80      0.00      0.30      0.70      0.00     98.19
01:23:31 PM     all      0.60      0.00      0.20      0.25      0.00     98.95
01:23:36 PM     all      0.55      0.00      0.40      0.45      0.00     98.59
01:23:41 PM     all      1.56      0.00      0.50      0.30      0.00     97.64
01:23:46 PM     all      0.55      0.00      0.20      0.30      0.00     98.94
01:23:51 PM     all      0.65      0.00      0.20      0.25      0.00     98.90
01:23:56 PM     all      2.42      0.00      1.01      0.45      0.00     96.12
01:24:01 PM     all      0.60      0.00      0.20      0.25      0.00     98.95
01:24:06 PM     all      0.70      0.00      0.35      0.35      0.00     98.60
01:24:11 PM     all      0.75      0.00      0.25      0.15      0.00     98.85
01:24:16 PM     all      2.07      0.00      0.61      0.46      0.00     96.87
01:24:21 PM     all      0.60      0.00      0.30      0.35      0.00     98.74
01:24:26 PM     all      0.60      0.00      0.30      0.45      0.00     98.64
01:24:31 PM     all      0.60      0.00      0.35      0.25      0.00     98.80
01:24:36 PM     all      0.55      0.00      0.35      0.10      0.00     99.00
01:24:41 PM     all      0.65      0.00      0.30      0.55      0.00     98.50
01:24:46 PM     all      1.26      0.00      0.35      0.10      0.00     98.29
01:24:51 PM     all      1.01      0.00      0.30      0.40      0.00     98.29
01:24:56 PM     all      2.42      0.00      0.71      0.30      0.00     96.57
01:25:01 PM     all      0.55      0.00      0.35      0.30      0.00     98.80
01:25:06 PM     all      0.75      0.00      0.25      0.30      0.00     98.69
01:25:11 PM     all      0.55      0.00      0.30      0.55      0.00     98.60
01:25:16 PM     all      1.16      0.00      0.30      0.20      0.00     98.33
01:25:21 PM     all      1.56      0.00      0.50      0.30      0.00     97.63
01:25:26 PM     all      0.50      0.00      0.30      0.35      0.00     98.84
01:25:31 PM     all      0.80      0.00      0.30      0.25      0.00     98.64
01:25:36 PM     all      0.70      0.00      0.40      0.30      0.00     98.60
01:25:41 PM     all      0.60      0.00      0.20      0.40      0.00     98.80
01:25:46 PM     all      0.70      0.00      0.25      0.20      0.00     98.84
01:25:51 PM     all      0.70      0.00      0.35      0.50      0.00     98.44
01:25:56 PM     all      3.38      0.00      0.86      0.20      0.00     95.56
01:26:01 PM     all      0.65      0.00      0.25      0.40      0.00     98.69
01:26:06 PM     all      0.55      0.00      0.35      0.30      0.00     98.79
01:26:11 PM     all      0.40      0.00      0.30      0.30      0.00     99.00
01:26:16 PM     all      1.36      0.00      0.55      0.30      0.00     97.79
01:26:21 PM     all      0.60      0.00      0.20      0.45      0.00     98.74
01:26:26 PM     all      1.26      0.00      0.45      0.40      0.00     97.89
01:26:31 PM     all      1.06      0.00      0.25      0.25      0.00     98.44
01:26:36 PM     all      0.65      0.00      0.25      0.40      0.00     98.69
01:26:41 PM     all      0.55      0.00      0.20      0.10      0.00     99.15
01:26:46 PM     all      0.65      0.00      0.30      0.40      0.00     98.64
01:26:51 PM     all      0.60      0.00      0.30      0.15      0.00     98.95
01:26:56 PM     all      0.70      0.00      0.30      0.55      0.00     98.44
01:27:01 PM     all      3.23      0.00      0.86      0.30      0.00     95.60
01:27:06 PM     all      0.75      0.00      0.35      0.30      0.00     98.60
01:27:11 PM     all      0.50      0.00      0.25      0.05      0.00     99.20
01:27:16 PM     all      0.96      0.00      0.51      0.66      0.00     97.88
01:27:21 PM     all      0.60      0.00      0.15      0.20      0.00     99.05
01:27:26 PM     all      0.85      0.00      0.30      0.65      0.00     98.19
01:27:31 PM     all      0.55      0.00      0.15      0.10      0.00     99.20
01:27:36 PM     all      1.66      0.00      0.50      0.40      0.00     97.43
01:27:41 PM     all      0.55      0.00      0.25      0.30      0.00     98.90
01:27:46 PM     all      0.65      0.00      0.25      0.35      0.00     98.74
01:27:51 PM     all      0.60      0.00      0.20      0.80      0.00     98.39
01:27:56 PM     all      0.80      0.00      0.25      0.15      0.00     98.80
01:28:01 PM     all      2.07      0.00      0.71      0.35      0.00     96.87
01:28:06 PM     all      1.26      0.00      0.25      0.10      0.00     98.39
01:28:11 PM     all      1.01      0.00      0.35      1.01      0.00     97.64
01:28:16 PM     all      1.36      0.00      0.55      0.25      0.00     97.84
01:28:21 PM     all      0.90      0.00      0.25      0.60      0.00     98.24
01:28:26 PM     all      0.55      0.00      0.30      0.20      0.00     98.95
01:28:31 PM     all      2.12      0.00      0.81      0.45      0.00     96.62
01:28:36 PM     all      0.60      0.00      0.25      0.30      0.00     98.85
01:28:41 PM     all      1.61      0.00      0.60      0.65      0.00     97.14
01:28:46 PM     all      0.70      0.00      0.20      0.10      0.00     99.00
01:28:51 PM     all      0.70      0.00      0.30      1.06      0.00     97.94
01:28:56 PM     all      0.50      0.00      0.15      0.15      0.00     99.20
01:29:01 PM     all      0.85      0.00      0.20      0.25      0.00     98.70
01:29:06 PM     all      0.60      0.00      0.15      0.15      0.00     99.10
01:29:11 PM     all      0.60      0.00      0.45      0.80      0.00     98.14
01:29:16 PM     all      1.93      0.00      0.41      0.25      0.00     97.41
01:29:21 PM     all      0.80      0.00      0.40      0.55      0.00     98.24
01:29:26 PM     all      0.65      0.00      0.20      0.50      0.00     98.64
01:29:31 PM     all      1.97      0.00      0.81      0.61      0.00     96.62
01:29:36 PM     all      0.60      0.00      0.15      0.20      0.00     99.05
01:29:41 PM     all      0.65      0.00      0.40      0.25      0.00     98.70
01:29:46 PM     all      0.90      0.00      0.40      0.05      0.00     98.64
01:29:51 PM     all      1.26      0.00      0.40      0.40      0.00     97.94
01:29:56 PM     all      2.36      0.00      0.96      0.20      0.00     96.48
01:30:01 PM     all      0.75      0.00      0.20      0.25      0.00     98.79
01:30:06 PM     all      0.50      0.00      0.15      0.15      0.00     99.20
01:30:11 PM     all      0.70      0.00      0.35      0.20      0.00     98.75
01:30:16 PM     all      0.81      0.00      0.40      0.10      0.00     98.69
01:30:21 PM     all      1.76      0.00      0.45      0.35      0.00     97.44
01:30:26 PM     all      0.65      0.00      0.30      0.20      0.00     98.84
01:30:31 PM     all      0.81      0.00      0.35      0.45      0.00     98.39
01:30:36 PM     all      0.60      0.00      0.15      0.20      0.00     99.05
01:30:41 PM     all      0.65      0.00      0.40      0.35      0.00     98.60
01:30:46 PM     all      0.40      0.00      0.15      0.20      0.00     99.25
01:30:51 PM     all      0.75      0.00      0.40      0.35      0.00     98.49
01:30:56 PM     all      2.83      0.00      0.91      0.20      0.00     96.05
01:31:01 PM     all      0.80      0.00      0.30      0.35      0.00     98.54
01:31:06 PM     all      0.35      0.00      0.35      0.15      0.00     99.15
01:31:11 PM     all      0.65      0.00      0.30      0.25      0.00     98.80
01:31:16 PM     all      0.61      0.00      0.41      1.42      0.00     97.57
01:31:21 PM     all      0.70      0.00      0.30      0.25      0.00     98.74
01:31:26 PM     all      0.95      0.00      0.35      0.20      0.00     98.49
01:31:31 PM     all      1.31      0.00      0.50      0.35      0.00     97.84
01:31:36 PM     all      0.45      0.00      0.35      0.05      0.00     99.15
01:31:41 PM     all      0.45      0.00      0.35      0.25      0.00     98.94
01:31:46 PM     all      0.55      0.00      0.15      0.05      0.00     99.25
01:31:51 PM     all      0.70      0.00      0.30      0.10      0.00     98.89
01:31:56 PM     all      2.02      0.00      0.50      0.30      0.00     97.18
01:32:01 PM     all      1.41      0.00      0.40      0.30      0.00     97.88
01:32:06 PM     all      0.60      0.00      0.20      0.20      0.00     98.99
01:32:11 PM     all      0.65      0.00      0.30      0.25      0.00     98.80
01:32:16 PM     all      0.81      0.00      0.30      0.15      0.00     98.73
01:32:21 PM     all      0.85      0.00      0.15      0.50      0.00     98.49
01:32:26 PM     all      0.60      0.00      0.20      0.40      0.00     98.79
01:32:31 PM     all      0.85      0.00      0.25      0.30      0.00     98.60
01:32:36 PM     all      1.51      0.00      0.45      0.10      0.00     97.94
01:32:41 PM     all      0.70      0.00      0.30      0.40      0.00     98.59
01:32:46 PM     all      0.45      0.00      0.25      0.20      0.00     99.10
01:32:51 PM     all      0.75      0.00      0.35      0.40      0.00     98.49
01:32:56 PM     all      1.97      0.00      0.50      0.20      0.00     97.33
01:33:01 PM     all      0.60      0.00      0.45      0.30      0.00     98.65
01:33:06 PM     all      0.95      0.00      0.20      0.20      0.00     98.64
01:33:11 PM     all      1.31      0.00      0.55      0.20      0.00     97.94
01:33:16 PM     all      1.06      0.00      0.45      0.10      0.00     98.39
01:33:21 PM     all      0.85      0.00      0.30      0.25      0.00     98.59
01:33:26 PM     all      0.45      0.00      0.30      0.20      0.00     99.05
01:33:31 PM     all      0.75      0.00      0.25      0.15      0.00     98.85
01:33:36 PM     all      0.55      0.00      0.10      0.30      0.00     99.04
01:33:41 PM     all      1.66      0.00      0.40      0.05      0.00     97.89
01:33:46 PM     all      0.75      0.00      0.40      0.25      0.00     98.60
01:33:51 PM     all      0.75      0.00      0.25      0.10      0.00     98.90
01:33:56 PM     all      1.96      0.00      0.40      0.35      0.00     97.28
01:34:01 PM     all      0.65      0.00      0.30      0.05      0.00     99.00
01:34:06 PM     all      0.60      0.00      0.25      0.20      0.00     98.95
01:34:11 PM     all      0.60      0.00      0.45      0.10      0.00     98.85
01:34:16 PM     all      2.07      0.00      0.91      0.10      0.00     96.93
01:34:21 PM     all      0.80      0.00      0.30      0.30      0.00     98.60
01:34:26 PM     all      0.60      0.00      0.25      0.15      0.00     99.00
01:34:31 PM     all      0.65      0.00      0.35      0.35      0.00     98.64
01:34:36 PM     all      0.35      0.00      0.30      0.05      0.00     99.30
01:34:41 PM     all      0.70      0.00      0.30      0.30      0.00     98.69
01:34:46 PM     all      0.75      0.00      0.30      0.05      0.00     98.89
01:34:51 PM     all      1.31      0.00      0.70      0.30      0.00     97.69
01:34:56 PM     all      2.57      0.00      0.66      0.15      0.00     96.62
01:35:01 PM     all      0.75      0.00      0.30      0.30      0.00     98.64
01:35:06 PM     all      0.70      0.00      0.15      0.10      0.00     99.05
01:35:11 PM     all      0.70      0.00      0.20      0.40      0.00     98.69
01:35:16 PM     all      1.06      0.00      0.60      0.05      0.00     98.29
01:35:21 PM     all      1.51      0.00      0.40      0.30      0.00     97.79
01:35:26 PM     all      0.81      0.00      0.25      0.25      0.00     98.69
01:35:31 PM     all      0.80      0.00      0.35      0.25      0.00     98.59
01:35:36 PM     all      0.60      0.00      0.20      0.20      0.00     99.00
01:35:41 PM     all      0.45      0.00      0.55      0.30      0.00     98.69
01:35:46 PM     all      0.65      0.00      0.25      0.10      0.00     99.00
01:35:51 PM     all      0.75      0.00      0.20      0.35      0.00     98.69
01:35:56 PM     all      2.27      0.00      0.76      0.10      0.00     96.87
01:36:01 PM     all      1.21      0.00      0.40      0.35      0.00     98.04
01:36:06 PM     all      0.60      0.00      0.10      0.15      0.00     99.15
01:36:11 PM     all      0.70      0.00      0.35      0.25      0.00     98.70
01:36:16 PM     all      0.86      0.00      0.35      0.15      0.00     98.64
01:36:21 PM     all      0.75      0.00      0.45      0.20      0.00     98.59
01:36:26 PM     all      0.75      0.00      0.25      0.25      0.00     98.74
01:36:31 PM     all      1.51      0.00      0.40      0.30      0.00     97.78
01:36:36 PM     all      0.60      0.00      0.30      0.05      0.00     99.05
01:36:41 PM     all      0.65      0.00      0.30      2.11      0.00     96.94
01:36:46 PM     all      0.50      0.00      0.30      0.15      0.00     99.05
01:36:51 PM     all      0.75      0.00      0.25      0.10      0.00     98.89
01:36:56 PM     all      0.65      0.00      0.15      0.45      0.00     98.75
01:37:01 PM     all      3.19      0.00      0.96      0.30      0.00     95.55
01:37:06 PM     all      1.00      0.00      0.30      0.25      0.00     98.44
01:37:11 PM     all      0.60      0.00      0.35      0.10      0.00     98.95
01:37:16 PM     all      1.21      0.00      0.60      0.30      0.00     97.89
01:37:21 PM     all      0.65      0.00      0.40      0.10      0.00     98.85
01:37:26 PM     all      0.65      0.00      0.15      0.20      0.00     99.00
01:37:31 PM     all      0.70      0.00      0.50      0.25      0.00     98.55
01:37:36 PM     all      1.36      0.00      0.50      0.15      0.00     97.99
01:37:41 PM     all      0.70      0.00      0.35      0.15      0.00     98.79
01:37:46 PM     all      0.50      0.00      0.35      0.20      0.00     98.95
01:37:51 PM     all      0.70      0.00      0.45      0.25      0.00     98.60
01:37:56 PM     all      0.65      0.00      0.10      0.10      0.00     99.15
01:38:01 PM     all      1.97      0.00      0.76      0.20      0.00     97.08
01:38:06 PM     all      0.75      0.00      0.30      0.15      0.00     98.80
01:38:11 PM     all      1.56      0.00      0.45      0.20      0.00     97.78
01:38:16 PM     all      0.71      0.00      0.30      0.25      0.00     98.74
01:38:21 PM     all      0.70      0.00      0.35      1.26      0.00     97.69
01:38:26 PM     all      0.45      0.00      0.25      0.75      0.00     98.54
01:38:31 PM     all      0.65      0.00      0.25      0.45      0.00     98.64
01:38:36 PM     all      0.55      0.00      0.15      0.10      0.00     99.20
01:38:41 PM     all      1.16      0.00      0.45      0.45      0.00     97.94
01:38:46 PM     all      1.00      0.00      0.35      0.00      0.00     98.65
01:38:51 PM     all      0.70      0.00      0.25      0.30      0.00     98.74
01:38:56 PM     all      0.50      0.00      0.20      0.15      0.00     99.15
01:39:01 PM     all      2.52      0.00      0.91      0.30      0.00     96.26
01:39:06 PM     all      0.60      0.00      0.15      0.15      0.00     99.10
01:39:11 PM     all      0.90      0.00      0.20      0.20      0.00     98.69
01:39:16 PM     all      1.87      0.00      0.71      0.30      0.00     97.11
01:39:21 PM     all      0.70      0.00      0.35      0.25      0.00     98.69
01:39:26 PM     all      0.65      0.00      0.20      0.20      0.00     98.95
01:39:31 PM     all      0.70      0.00      0.30      0.25      0.00     98.74
01:39:36 PM     all      0.55      0.00      0.20      0.15      0.00     99.10
01:39:41 PM     all      0.75      0.00      0.25      0.05      0.00     98.94
01:39:46 PM     all      0.55      0.00      0.25      0.10      0.00     99.10
01:39:51 PM     all      1.76      0.00      0.50      0.20      0.00     97.53
01:39:56 PM     all      2.62      0.00      0.76      0.20      0.00     96.42
01:40:01 PM     all      0.60      0.00      0.35      0.25      0.00     98.79
01:40:06 PM     all      0.45      0.00      0.20      0.05      0.00     99.30
01:40:11 PM     all      0.65      0.00      0.20      0.30      0.00     98.84
01:40:16 PM     all      0.86      0.00      0.45      0.05      0.00     98.64
01:40:21 PM     all      1.06      0.00      0.45      0.50      0.00     97.99
01:40:26 PM     all      1.00      0.00      0.45      0.15      0.00     98.39
01:40:31 PM     all      0.90      0.00      0.35      0.40      0.00     98.34
01:40:36 PM     all      0.55      0.00      0.15      0.20      0.00     99.10
01:40:41 PM     all      0.75      0.00      0.30      0.20      0.00     98.74
01:40:46 PM     all      0.50      0.00      0.35      0.15      0.00     99.00
01:40:51 PM     all      0.80      0.00      0.30      0.30      0.00     98.59
01:40:56 PM     all      2.93      0.00      0.96      0.25      0.00     95.86
01:41:01 PM     all      0.75      0.00      0.30      0.40      0.00     98.54
01:41:06 PM     all      0.50      0.00      0.30      0.00      0.00     99.20
01:41:11 PM     all      0.65      0.00      0.35      0.30      0.00     98.69
01:41:16 PM     all      0.76      0.00      0.45      0.05      0.00     98.74
01:41:21 PM     all      0.75      0.00      0.25      0.50      0.00     98.49
01:41:26 PM     all      0.80      0.00      0.20      0.30      0.00     98.69
01:41:31 PM     all      1.61      0.00      0.45      0.25      0.00     97.68
01:41:36 PM     all      0.50      0.00      0.20      0.05      0.00     99.25
01:41:41 PM     all      0.70      0.00      0.35      0.50      0.00     98.44
01:41:46 PM     all      0.45      0.00      0.25      0.10      0.00     99.20
01:41:51 PM     all      0.65      0.00      0.35      0.25      0.00     98.74
01:41:56 PM     all      2.12      0.00      0.55      0.15      0.00     97.18
